Row=33 OUT_DIR=/users/hiu-yeung.cheng/clusterlensing/out/row33 DE_PROCS=16 MCMC_PROCS=16
differential_evolution step 7: f(x)= 3000.0
differential_evolution step 8: f(x)= 3000.0
differential_evolution step 9: f(x)= 3000.0
differential_evolution step 10: f(x)= 3000.0
differential_evolution step 11: f(x)= 3000.0
differential_evolution step 12: f(x)= 3000.0
differential_evolution step 13: f(x)= 3000.0
differential_evolution step 14: f(x)= 3000.0
differential_evolution step 15: f(x)= 3000.0
differential_evolution step 16: f(x)= 3000.0
differential_evolution step 17: f(x)= 3000.0
differential_evolution step 18: f(x)= 3000.0
differential_evolution step 19: f(x)= 3000.0
differential_evolution step 20: f(x)= 3000.0
differential_evolution step 21: f(x)= 3000.0
differential_evolution step 22: f(x)= 3000.0
differential_evolution step 23: f(x)= 1584.0783195947588
differential_evolution step 24: f(x)= 1584.0783195947588
differential_evolution step 25: f(x)= 1584.0783195947588
differential_evolution step 26: f(x)= 1584.0783195947588
differential_evolution step 27: f(x)= 1584.0783195947588
differential_evolution step 28: f(x)= 1584.0783195947588
differential_evolution step 29: f(x)= 1584.0783195947588
differential_evolution step 30: f(x)= 1584.0783195947588
differential_evolution step 31: f(x)= 1584.0783195947588
differential_evolution step 32: f(x)= 1094.7974538805622
differential_evolution step 33: f(x)= 1094.7974538805622
differential_evolution step 34: f(x)= 1094.7974538805622
differential_evolution step 35: f(x)= 1094.7974538805622
differential_evolution step 36: f(x)= 1094.7974538805622
differential_evolution step 37: f(x)= 995.6469074628026
differential_evolution step 38: f(x)= 995.6469074628026
differential_evolution step 39: f(x)= 995.6469074628026
differential_evolution step 40: f(x)= 995.6469074628026
differential_evolution step 41: f(x)= 995.6469074628026
differential_evolution step 42: f(x)= 995.6469074628026
differential_evolution step 43: f(x)= 995.6469074628026
differential_evolution step 44: f(x)= 995.6469074628026
differential_evolution step 45: f(x)= 995.6469074628026
differential_evolution step 46: f(x)= 995.6469074628026
differential_evolution step 47: f(x)= 995.6469074628026
differential_evolution step 48: f(x)= 995.6469074628026
differential_evolution step 49: f(x)= 995.6469074628026
differential_evolution step 50: f(x)= 995.6469074628026
differential_evolution step 51: f(x)= 995.6469074628026
differential_evolution step 52: f(x)= 995.6469074628026
differential_evolution step 53: f(x)= 995.6469074628026
differential_evolution step 54: f(x)= 995.6469074628026
differential_evolution step 55: f(x)= 995.6469074628026
differential_evolution step 56: f(x)= 995.6469074628026
differential_evolution step 57: f(x)= 995.6469074628026
differential_evolution step 58: f(x)= 995.6469074628026
differential_evolution step 59: f(x)= 995.6469074628026
differential_evolution step 60: f(x)= 995.6469074628026
differential_evolution step 61: f(x)= 995.6469074628026
differential_evolution step 62: f(x)= 995.6469074628026
differential_evolution step 63: f(x)= 995.6469074628026
differential_evolution step 64: f(x)= 995.6469074628026
differential_evolution step 65: f(x)= 995.6469074628026
differential_evolution step 66: f(x)= 995.6469074628026
differential_evolution step 67: f(x)= 995.6469074628026
differential_evolution step 68: f(x)= 995.6469074628026
differential_evolution step 69: f(x)= 995.6469074628026
differential_evolution step 70: f(x)= 995.6469074628026
differential_evolution step 71: f(x)= 995.6469074628026
differential_evolution step 72: f(x)= 995.6469074628026
differential_evolution step 73: f(x)= 995.6469074628026
differential_evolution step 74: f(x)= 995.6469074628026
differential_evolution step 75: f(x)= 995.6469074628026
differential_evolution step 76: f(x)= 995.6469074628026
differential_evolution step 77: f(x)= 995.6469074628026
differential_evolution step 78: f(x)= 995.6469074628026
differential_evolution step 79: f(x)= 995.6469074628026
differential_evolution step 80: f(x)= 995.6469074628026
differential_evolution step 81: f(x)= 995.6469074628026
differential_evolution step 82: f(x)= 995.6469074628026
differential_evolution step 83: f(x)= 995.6469074628026
differential_evolution step 84: f(x)= 995.6469074628026
differential_evolution step 85: f(x)= 995.6469074628026
differential_evolution step 86: f(x)= 995.6469074628026
differential_evolution step 87: f(x)= 995.6469074628026
differential_evolution step 88: f(x)= 995.6469074628026
differential_evolution step 89: f(x)= 993.8726159060087
differential_evolution step 90: f(x)= 993.8726159060087
differential_evolution step 91: f(x)= 993.8726159060087
differential_evolution step 92: f(x)= 993.8726159060087
differential_evolution step 93: f(x)= 993.8726159060087
differential_evolution step 94: f(x)= 993.8726159060087
differential_evolution step 95: f(x)= 993.8726159060087
differential_evolution step 96: f(x)= 993.8726159060087
differential_evolution step 97: f(x)= 993.8726159060087
differential_evolution step 98: f(x)= 993.8726159060087
differential_evolution step 99: f(x)= 993.8726159060087
differential_evolution step 100: f(x)= 993.8726159060087
differential_evolution step 101: f(x)= 898.5331888285025
differential_evolution step 102: f(x)= 898.5331888285025
differential_evolution step 103: f(x)= 898.5331888285025
differential_evolution step 104: f(x)= 898.5331888285025
differential_evolution step 105: f(x)= 898.5331888285025
differential_evolution step 106: f(x)= 898.5331888285025
differential_evolution step 107: f(x)= 898.5331888285025
differential_evolution step 108: f(x)= 898.5331888285025
differential_evolution step 109: f(x)= 898.5331888285025
differential_evolution step 110: f(x)= 898.5331888285025
differential_evolution step 111: f(x)= 898.5331888285025
differential_evolution step 112: f(x)= 752.9760176197574
differential_evolution step 113: f(x)= 752.9760176197574
differential_evolution step 114: f(x)= 752.9760176197574
differential_evolution step 115: f(x)= 752.9760176197574
differential_evolution step 116: f(x)= 752.9760176197574
differential_evolution step 117: f(x)= 752.9760176197574
differential_evolution step 118: f(x)= 752.9760176197574
differential_evolution step 119: f(x)= 752.9760176197574
differential_evolution step 120: f(x)= 752.9760176197574
differential_evolution step 121: f(x)= 752.9760176197574
differential_evolution step 122: f(x)= 752.9760176197574
differential_evolution step 123: f(x)= 752.9760176197574
differential_evolution step 124: f(x)= 752.9760176197574
differential_evolution step 125: f(x)= 752.9760176197574
differential_evolution step 126: f(x)= 752.9760176197574
differential_evolution step 127: f(x)= 752.9760176197574
differential_evolution step 128: f(x)= 752.9760176197574
differential_evolution step 129: f(x)= 739.7399491562817
differential_evolution step 130: f(x)= 739.7399491562817
differential_evolution step 131: f(x)= 739.7399491562817
differential_evolution step 132: f(x)= 739.7399491562817
differential_evolution step 133: f(x)= 739.7399491562817
differential_evolution step 134: f(x)= 739.7399491562817
differential_evolution step 135: f(x)= 739.7399491562817
differential_evolution step 136: f(x)= 739.7399491562817
differential_evolution step 137: f(x)= 739.7399491562817
differential_evolution step 138: f(x)= 739.7399491562817
differential_evolution step 139: f(x)= 739.7399491562817
differential_evolution step 140: f(x)= 739.7399491562817
differential_evolution step 141: f(x)= 739.7399491562817
differential_evolution step 142: f(x)= 733.5782558946103
differential_evolution step 143: f(x)= 733.5782558946103
differential_evolution step 144: f(x)= 733.5782558946103
differential_evolution step 145: f(x)= 733.5782558946103
differential_evolution step 146: f(x)= 733.5782558946103
differential_evolution step 147: f(x)= 733.5782558946103
differential_evolution step 148: f(x)= 733.5782558946103
differential_evolution step 149: f(x)= 733.5782558946103
differential_evolution step 150: f(x)= 733.5782558946103
differential_evolution step 151: f(x)= 733.5782558946103
differential_evolution step 152: f(x)= 733.5782558946103
differential_evolution step 153: f(x)= 731.3431996441147
differential_evolution step 154: f(x)= 731.3431996441147
differential_evolution step 155: f(x)= 731.3431996441147
differential_evolution step 156: f(x)= 731.3431996441147
differential_evolution step 157: f(x)= 731.3431996441147
differential_evolution step 158: f(x)= 731.3431996441147
differential_evolution step 159: f(x)= 731.3431996441147
differential_evolution step 160: f(x)= 731.3431996441147
differential_evolution step 161: f(x)= 731.3431996441147
differential_evolution step 162: f(x)= 730.0204050505607
differential_evolution step 163: f(x)= 730.0204050505607
differential_evolution step 164: f(x)= 728.9155406384771
differential_evolution step 165: f(x)= 728.9155406384771
differential_evolution step 166: f(x)= 728.9155406384771
differential_evolution step 167: f(x)= 728.9155406384771
differential_evolution step 168: f(x)= 728.9155406384771
differential_evolution step 169: f(x)= 728.9155406384771
differential_evolution step 170: f(x)= 728.8892004564675
differential_evolution step 171: f(x)= 728.2948141763823
differential_evolution step 172: f(x)= 728.2948141763823
differential_evolution step 173: f(x)= 728.2948141763823
differential_evolution step 174: f(x)= 728.2948141763823
differential_evolution step 175: f(x)= 728.2948141763823
differential_evolution step 176: f(x)= 727.178736458311
differential_evolution step 177: f(x)= 727.178736458311
differential_evolution step 178: f(x)= 727.178736458311
differential_evolution step 179: f(x)= 727.178736458311
differential_evolution step 180: f(x)= 727.178736458311
differential_evolution step 181: f(x)= 727.178736458311
differential_evolution step 182: f(x)= 727.178736458311
differential_evolution step 183: f(x)= 727.178736458311
differential_evolution step 184: f(x)= 727.1562691185179
differential_evolution step 185: f(x)= 727.1562691185179
differential_evolution step 186: f(x)= 727.1562691185179
differential_evolution step 187: f(x)= 727.1562691185179
differential_evolution step 188: f(x)= 727.1562691185179
differential_evolution step 189: f(x)= 727.1562691185179
differential_evolution step 190: f(x)= 727.1562691185179
differential_evolution step 191: f(x)= 727.1319871895487
differential_evolution step 192: f(x)= 727.1319871895487
differential_evolution step 193: f(x)= 727.1319871895487
differential_evolution step 194: f(x)= 727.1319871895487
differential_evolution step 195: f(x)= 727.1319871895487
differential_evolution step 196: f(x)= 727.1319871895487
differential_evolution step 197: f(x)= 727.013113730894
differential_evolution step 198: f(x)= 727.013113730894
differential_evolution step 199: f(x)= 727.013113730894
differential_evolution step 200: f(x)= 727.013113730894
Cluster 1 DE best chi^2: 727.013 with params {'x_src': np.float64(208.9807995264925), 'y_src': np.float64(192.51305753545566), 'z_s': np.float64(1.0001262024914945)}
--- Running DE for Cluster 2 ---
[DE] Process Pool with 16 procs (init=latinhypercube, popsize=50)
differential_evolution step 1: f(x)= 4242.640687119286
differential_evolution step 2: f(x)= 4242.640687119286
differential_evolution step 3: f(x)= 4242.640687119286
differential_evolution step 4: f(x)= 4242.640687119286
differential_evolution step 5: f(x)= 4242.640687119286
differential_evolution step 6: f(x)= 4242.640687119286
differential_evolution step 7: f(x)= 4242.640687119286
differential_evolution step 8: f(x)= 4242.640687119286
differential_evolution step 9: f(x)= 4242.640687119286
differential_evolution step 10: f(x)= 4242.640687119286
differential_evolution step 11: f(x)= 2379.1432427343793
differential_evolution step 12: f(x)= 2379.1432427343793
differential_evolution step 13: f(x)= 2379.1432427343793
differential_evolution step 14: f(x)= 2142.6570809268997
differential_evolution step 15: f(x)= 547.5826099073761
differential_evolution step 16: f(x)= 547.5826099073761
differential_evolution step 17: f(x)= 547.5826099073761
differential_evolution step 18: f(x)= 547.5826099073761
differential_evolution step 19: f(x)= 547.5826099073761
differential_evolution step 20: f(x)= 547.5826099073761
differential_evolution step 21: f(x)= 547.5826099073761
differential_evolution step 22: f(x)= 547.5826099073761
differential_evolution step 23: f(x)= 547.5826099073761
differential_evolution step 24: f(x)= 547.5826099073761
differential_evolution step 25: f(x)= 547.5826099073761
differential_evolution step 26: f(x)= 547.5826099073761
differential_evolution step 27: f(x)= 547.5826099073761
differential_evolution step 28: f(x)= 547.5826099073761
differential_evolution step 29: f(x)= 547.5826099073761
differential_evolution step 30: f(x)= 547.5826099073761
differential_evolution step 31: f(x)= 547.5826099073761
differential_evolution step 32: f(x)= 514.2756315894778
differential_evolution step 33: f(x)= 514.2756315894778
differential_evolution step 34: f(x)= 514.2756315894778
differential_evolution step 35: f(x)= 514.2756315894778
differential_evolution step 36: f(x)= 514.2756315894778
differential_evolution step 37: f(x)= 514.2756315894778
differential_evolution step 38: f(x)= 514.2756315894778
differential_evolution step 39: f(x)= 514.2756315894778
differential_evolution step 40: f(x)= 514.2756315894778
differential_evolution step 41: f(x)= 514.2756315894778
differential_evolution step 42: f(x)= 514.2756315894778
differential_evolution step 43: f(x)= 514.2756315894778
differential_evolution step 44: f(x)= 514.2756315894778
differential_evolution step 45: f(x)= 514.2756315894778
differential_evolution step 46: f(x)= 514.2756315894778
differential_evolution step 47: f(x)= 514.2756315894778
differential_evolution step 48: f(x)= 514.2756315894778
differential_evolution step 49: f(x)= 514.2756315894778
differential_evolution step 50: f(x)= 514.2756315894778
differential_evolution step 51: f(x)= 514.2756315894778
differential_evolution step 52: f(x)= 514.2756315894778
differential_evolution step 53: f(x)= 514.2756315894778
differential_evolution step 54: f(x)= 514.2756315894778
differential_evolution step 55: f(x)= 514.2756315894778
differential_evolution step 56: f(x)= 318.79932353671836
differential_evolution step 57: f(x)= 318.79932353671836
differential_evolution step 58: f(x)= 318.79932353671836
differential_evolution step 59: f(x)= 318.79932353671836
differential_evolution step 60: f(x)= 318.79932353671836
differential_evolution step 61: f(x)= 318.79932353671836
differential_evolution step 62: f(x)= 318.79932353671836
differential_evolution step 63: f(x)= 318.79932353671836
differential_evolution step 64: f(x)= 318.79932353671836
differential_evolution step 65: f(x)= 318.79932353671836
differential_evolution step 66: f(x)= 318.79932353671836
differential_evolution step 67: f(x)= 318.79932353671836
differential_evolution step 68: f(x)= 318.79932353671836
differential_evolution step 69: f(x)= 318.79932353671836
differential_evolution step 70: f(x)= 318.79932353671836
differential_evolution step 71: f(x)= 318.79932353671836
differential_evolution step 72: f(x)= 318.79932353671836
differential_evolution step 73: f(x)= 318.79932353671836
differential_evolution step 74: f(x)= 318.79932353671836
differential_evolution step 75: f(x)= 318.79932353671836
differential_evolution step 76: f(x)= 318.79932353671836
differential_evolution step 77: f(x)= 318.79932353671836
differential_evolution step 78: f(x)= 318.79932353671836
differential_evolution step 79: f(x)= 318.79932353671836
differential_evolution step 80: f(x)= 318.79932353671836
differential_evolution step 81: f(x)= 318.79932353671836
differential_evolution step 82: f(x)= 318.79932353671836
differential_evolution step 83: f(x)= 318.79932353671836
differential_evolution step 84: f(x)= 318.79932353671836
differential_evolution step 85: f(x)= 314.7534834497082
differential_evolution step 86: f(x)= 314.7534834497082
differential_evolution step 87: f(x)= 314.7534834497082
differential_evolution step 88: f(x)= 314.7534834497082
differential_evolution step 89: f(x)= 314.7534834497082
differential_evolution step 90: f(x)= 309.9456164120712
differential_evolution step 91: f(x)= 309.9456164120712
differential_evolution step 92: f(x)= 309.9456164120712
differential_evolution step 93: f(x)= 309.9456164120712
differential_evolution step 94: f(x)= 309.9456164120712
differential_evolution step 95: f(x)= 309.9456164120712
differential_evolution step 96: f(x)= 309.9456164120712
differential_evolution step 97: f(x)= 309.9456164120712
differential_evolution step 98: f(x)= 309.9456164120712
differential_evolution step 99: f(x)= 309.14593699915844
differential_evolution step 100: f(x)= 306.89599949517975
differential_evolution step 101: f(x)= 306.89599949517975
differential_evolution step 102: f(x)= 306.89599949517975
differential_evolution step 103: f(x)= 306.89599949517975
differential_evolution step 104: f(x)= 306.89599949517975
differential_evolution step 105: f(x)= 306.89599949517975
differential_evolution step 106: f(x)= 306.89599949517975
differential_evolution step 107: f(x)= 306.89599949517975
differential_evolution step 108: f(x)= 306.89599949517975
differential_evolution step 109: f(x)= 306.89599949517975
differential_evolution step 110: f(x)= 306.89599949517975
differential_evolution step 111: f(x)= 306.89599949517975
differential_evolution step 112: f(x)= 306.89599949517975
differential_evolution step 113: f(x)= 306.89599949517975
differential_evolution step 114: f(x)= 306.89599949517975
differential_evolution step 115: f(x)= 306.89599949517975
differential_evolution step 116: f(x)= 306.89599949517975
differential_evolution step 117: f(x)= 306.89599949517975
differential_evolution step 118: f(x)= 306.89599949517975
differential_evolution step 119: f(x)= 306.89599949517975
differential_evolution step 120: f(x)= 306.89599949517975
differential_evolution step 121: f(x)= 306.89599949517975
differential_evolution step 122: f(x)= 306.89599949517975
differential_evolution step 123: f(x)= 306.23966711293684
differential_evolution step 124: f(x)= 306.23966711293684
differential_evolution step 125: f(x)= 306.23966711293684
differential_evolution step 126: f(x)= 306.23966711293684
differential_evolution step 127: f(x)= 306.23966711293684
differential_evolution step 128: f(x)= 306.23966711293684
differential_evolution step 129: f(x)= 306.03067398185544
differential_evolution step 130: f(x)= 306.03067398185544
differential_evolution step 131: f(x)= 306.03067398185544
differential_evolution step 132: f(x)= 306.03067398185544
differential_evolution step 133: f(x)= 306.03067398185544
differential_evolution step 134: f(x)= 306.03067398185544
differential_evolution step 135: f(x)= 306.03067398185544
differential_evolution step 136: f(x)= 306.03067398185544
differential_evolution step 137: f(x)= 305.9158262391149
differential_evolution step 138: f(x)= 305.9158262391149
differential_evolution step 139: f(x)= 305.9158262391149
differential_evolution step 140: f(x)= 305.9158262391149
differential_evolution step 141: f(x)= 305.9158262391149
differential_evolution step 142: f(x)= 305.9158262391149
differential_evolution step 143: f(x)= 305.9158262391149
differential_evolution step 144: f(x)= 305.6835622275088
differential_evolution step 145: f(x)= 305.6835622275088
differential_evolution step 146: f(x)= 305.6835622275088
differential_evolution step 147: f(x)= 305.6835622275088
differential_evolution step 148: f(x)= 305.64164329400023
differential_evolution step 149: f(x)= 305.64164329400023
differential_evolution step 150: f(x)= 305.64164329400023
differential_evolution step 151: f(x)= 305.64164329400023
differential_evolution step 152: f(x)= 305.64164329400023
differential_evolution step 153: f(x)= 305.64164329400023
differential_evolution step 154: f(x)= 305.64164329400023
differential_evolution step 155: f(x)= 305.64164329400023
differential_evolution step 156: f(x)= 305.64164329400023
differential_evolution step 157: f(x)= 305.64164329400023
differential_evolution step 158: f(x)= 305.64164329400023
differential_evolution step 159: f(x)= 305.64164329400023
differential_evolution step 160: f(x)= 305.64164329400023
differential_evolution step 161: f(x)= 305.64164329400023
differential_evolution step 162: f(x)= 305.64164329400023
differential_evolution step 163: f(x)= 305.64164329400023
